Date,Temperature,Humidity,Operator,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure7,Measure8,Measure9,Measure10,Measure11,Measure12,Measure13,Measure14,Measure15,Hours Since Previous Failure,Failure,﻿Date.year,﻿Date.month,﻿Date.day-of-month,﻿Date.day-of-week,﻿Date.hour,﻿Date.minute,﻿Date.second
2016-01-07 02:00:00,61,75,Operator1,586,3,1,1968,929,1322,652,1455,1827,1923,1993,1988,354,1622,1388,236,No,2016,1,7,4,2,0,0
2016-01-07 03:00:00,60,82,Operator1,1288,3,1,1988,780,950,1777,472,883,206,1505,1319,1416,1135,414,237,No,2016,1,7,4,3,0,0
2016-01-07 04:00:00,63,85,Operator1,1774,0,1,1058,614,1448,985,1487,349,1342,296,787,1323,1865,1414,238,No,2016,1,7,4,4,0,0
2016-01-07 05:00:00,60,81,Operator1,1490,0,0,524,1539,1200,1443,1365,236,1206,1636,1070,1111,1534,489,1,No,2016,1,7,4,5,0,0
2016-01-07 08:00:00,65,76,Operator3,1863,1,1,1075,1715,1778,1549,267,245,1159,1464,1142,269,955,476,4,No,2016,1,7,4,8,0,0
2016-01-07 10:00:00,68,82,Operator3,1059,1,2,658,1386,646,307,275,940,640,1322,208,612,514,202,6,No,2016,1,7,4,10,0,0
2016-01-07 12:00:00,64,78,Operator3,1196,1,0,1937,1600,1383,1633,849,1435,616,838,515,1967,1792,1768,8,No,2016,1,7,4,12,0,0
2016-01-07 14:00:00,62,79,Operator3,1920,3,2,1009,1710,1189,1386,1519,1578,1804,1467,1395,974,765,1553,10,No,2016,1,7,4,14,0,0
2016-01-07 15:00:00,62,84,Operator3,1044,1,0,456,1485,996,620,377,1802,420,718,506,972,788,1184,11,No,2016,1,7,4,15,0,0
2016-01-07 17:00:00,65,83,Operator5,880,1,1,582,1333,1228,827,371,543,352,1429,777,1612,1082,900,13,No,2016,1,7,4,17,0,0
2016-01-07 18:00:00,62,82,Operator5,569,1,2,368,1341,1605,1212,1851,1873,1993,205,1700,361,987,1519,14,No,2016,1,7,4,18,0,0
2016-01-07 23:00:00,60,80,Operator5,769,1,1,1002,160,330,1240,605,627,705,1075,1654,1344,1415,910,19,No,2016,1,7,4,23,0,0
2016-01-08 01:00:00,63,78,Operator2,941,0,1,1262,1344,476,1560,635,979,458,1477,1031,1220,1778,1141,21,No,2016,1,8,5,1,0,0
2016-01-08 03:00:00,68,78,Operator2,914,2,1,1056,1369,1784,1407,1863,1363,1669,948,1436,376,1939,1398,23,No,2016,1,8,5,3,0,0
2016-01-08 07:00:00,62,85,Operator2,1781,3,0,347,849,1600,2005,1027,1835,1539,900,1997,1398,1073,1568,27,No,2016,1,8,5,7,0,0
2016-01-08 08:00:00,60,84,Operator4,1614,0,2,391,1937,1009,553,1823,910,667,601,984,219,1839,1749,28,No,2016,1,8,5,8,0,0
2016-01-08 10:00:00,63,84,Operator4,306,3,1,826,874,1548,1222,158,1973,1914,610,1824,1649,943,1743,30,No,2016,1,8,5,10,0,0
2016-01-08 11:00:00,62,83,Operator4,953,2,0,2009,252,1365,1152,362,369,1425,891,613,541,771,1410,31,No,2016,1,8,5,11,0,0
2016-01-08 12:00:00,64,79,Operator4,1923,0,1,556,1770,1814,387,800,335,850,746,588,1793,1773,1707,32,No,2016,1,8,5,12,0,0
2016-01-08 14:00:00,67,79,Operator4,1049,0,0,329,179,1004,1626,1408,773,391,452,1302,1163,246,256,34,No,2016,1,8,5,14,0,0
2016-01-08 18:00:00,65,78,Operator6,1022,1,1,1576,1617,1896,1228,1031,364,1744,904,359,1319,1253,1525,38,No,2016,1,8,5,18,0,0
2016-01-08 20:00:00,63,80,Operator6,428,0,1,683,912,371,1349,1046,1562,1868,1887,1848,1587,1875,2004,40,No,2016,1,8,5,20,0,0
2016-01-08 21:00:00,61,77,Operator6,1661,0,1,420,178,779,1827,1954,467,550,700,1301,1659,1775,171,41,No,2016,1,8,5,21,0,0
2016-01-08 22:00:00,64,75,Operator6,503,1,2,458,1227,1740,1719,1536,453,1043,733,1201,1791,1449,1512,42,No,2016,1,8,5,22,0,0
2016-01-09 00:00:00,63,83,Operator7,1439,0,2,889,251,582,1755,1180,1804,1335,163,1485,888,800,1876,44,No,2016,1,9,6,0,0,0
2016-01-09 03:00:00,65,84,Operator7,2003,2,2,187,1773,1619,1651,1358,1796,1149,519,1882,1437,557,1257,47,No,2016,1,9,6,3,0,0
2016-01-09 04:00:00,62,81,Operator7,163,2,2,189,631,1552,1256,506,1212,616,998,1054,594,249,167,48,No,2016,1,9,6,4,0,0
2016-01-09 05:00:00,68,75,Operator7,938,0,1,1606,525,1049,1092,169,380,1566,957,1317,1597,1468,837,49,No,2016,1,9,6,5,0,0
2016-01-09 06:00:00,62,82,Operator7,1525,3,0,597,1741,1285,1124,876,1688,356,1368,651,1301,1907,703,50,No,2016,1,9,6,6,0,0
2016-01-09 10:00:00,64,81,Operator2,431,2,1,1563,756,994,1107,1447,1646,623,534,1512,1597,1264,1766,54,No,2016,1,9,6,10,0,0
2016-01-09 11:00:00,65,79,Operator2,956,2,1,1859,1659,385,1723,682,576,1787,675,942,823,1862,1049,55,No,2016,1,9,6,11,0,0
2016-01-09 12:00:00,62,80,Operator2,1218,1,2,635,1439,1067,1596,378,938,368,1072,813,614,834,155,56,No,2016,1,9,6,12,0,0
2016-01-09 13:00:00,68,81,Operator2,1436,3,1,1673,1794,516,1562,1973,1974,1972,527,701,416,1337,1510,57,No,2016,1,9,6,13,0,0
2016-01-09 15:00:00,60,75,Operator2,223,3,2,1395,720,666,1608,1319,660,1150,1099,1529,1914,204,1284,59,No,2016,1,9,6,15,0,0
2016-01-09 16:00:00,60,79,Operator8,1203,1,0,485,871,1491,644,1308,945,421,659,1043,786,931,1144,60,No,2016,1,9,6,16,0,0
2016-01-09 19:00:00,66,85,Operator8,257,3,0,384,1540,2009,1893,332,409,903,624,899,640,1121,444,63,No,2016,1,9,6,19,0,0
2016-01-09 20:00:00,66,77,Operator8,1794,1,1,1317,516,1210,737,201,1384,1297,1977,422,1573,292,510,64,No,2016,1,9,6,20,0,0
2016-01-09 21:00:00,67,85,Operator8,1988,0,1,197,856,1191,1283,1023,766,851,1183,1254,1173,551,230,65,No,2016,1,9,6,21,0,0
2016-01-09 22:00:00,67,83,Operator8,1215,2,0,777,332,160,1254,1756,1343,926,1380,374,1721,1434,1869,66,No,2016,1,9,6,22,0,0
2016-01-09 23:00:00,66,83,Operator8,699,2,2,1893,454,627,542,663,1329,376,1536,1900,960,598,233,67,No,2016,1,9,6,23,0,0
2016-01-10 00:00:00,65,80,Operator1,1906,3,2,995,1982,894,1128,789,1529,861,294,1870,540,1858,1777,68,No,2016,1,10,7,0,0,0
2016-01-10 03:00:00,67,79,Operator1,1762,2,1,1211,425,1081,1896,1159,1993,674,1832,1178,331,596,1352,71,No,2016,1,10,7,3,0,0
2016-01-10 04:00:00,66,80,Operator1,1478,3,0,1367,840,1314,659,561,167,1263,545,1460,381,1073,1354,72,No,2016,1,10,7,4,0,0
2016-01-10 08:00:00,60,78,Operator3,451,2,1,1052,1113,1585,953,1317,512,252,1418,915,1289,561,1026,76,No,2016,1,10,7,8,0,0
2016-01-10 12:00:00,60,76,Operator3,1480,2,1,1183,307,634,1334,339,1190,1312,553,1713,230,326,532,80,No,2016,1,10,7,12,0,0
2016-01-10 14:00:00,66,80,Operator3,1498,0,0,585,1985,1937,599,1469,1167,462,1721,164,1759,1493,1397,82,No,2016,1,10,7,14,0,0
2016-01-10 15:00:00,65,77,Operator3,1766,2,1,334,1523,804,1210,582,1440,158,881,1966,306,1322,1105,83,No,2016,1,10,7,15,0,0
2016-01-10 17:00:00,62,85,Operator5,1570,2,1,1865,1200,953,1028,1483,1109,774,266,1396,1066,200,295,85,No,2016,1,10,7,17,0,0
2016-01-10 19:00:00,65,82,Operator5,891,2,0,1545,235,676,1433,460,1378,1576,243,1599,805,1455,1658,87,No,2016,1,10,7,19,0,0
2016-01-10 22:00:00,61,78,Operator5,2002,1,2,1724,1105,1212,413,1316,586,766,635,622,861,1617,451,90,Yes,2016,1,10,7,22,0,0
2016-01-10 23:00:00,63,79,Operator5,722,3,0,1585,409,849,628,707,252,975,1105,160,1772,1767,898,91,No,2016,1,10,7,23,0,0
2016-01-11 01:00:00,62,82,Operator2,185,1,2,1050,1177,663,1043,180,1638,616,250,1118,1430,1380,356,93,No,2016,1,11,1,1,0,0
2016-01-11 02:00:00,61,78,Operator2,1629,0,2,853,908,1759,1529,1715,1235,976,536,1125,1443,401,1421,94,No,2016,1,11,1,2,0,0
2016-01-11 03:00:00,67,81,Operator2,1612,2,1,1991,273,1543,1438,1414,930,446,186,1361,611,1100,966,95,No,2016,1,11,1,3,0,0
2016-01-11 06:00:00,61,81,Operator2,1638,2,0,1861,1782,1195,1753,1998,808,1385,427,1545,167,1134,1211,98,No,2016,1,11,1,6,0,0
2016-01-11 08:00:00,62,75,Operator4,962,3,1,563,1588,1067,165,1494,1848,728,1767,1624,1002,432,1154,100,No,2016,1,11,1,8,0,0
2016-01-11 09:00:00,62,85,Operator4,1064,0,1,565,985,998,494,1884,1824,1692,623,1270,860,686,1737,101,No,2016,1,11,1,9,0,0
2016-01-11 10:00:00,61,78,Operator4,1234,2,2,625,225,383,956,796,225,1590,662,921,1993,1571,965,102,No,2016,1,11,1,10,0,0
2016-01-11 19:00:00,63,82,Operator6,1207,1,2,1844,1787,1161,1772,801,460,1699,1341,1017,1487,248,1072,111,No,2016,1,11,1,19,0,0
2016-01-11 22:00:00,64,81,Operator6,1325,2,2,1884,1457,1923,1135,644,576,1677,1258,674,1000,1535,846,114,No,2016,1,11,1,22,0,0
2016-01-12 06:00:00,68,79,Operator7,1881,1,1,741,1851,274,1237,554,1473,1824,1804,268,1331,1766,620,122,No,2016,1,12,2,6,0,0
2016-01-12 07:00:00,66,77,Operator7,702,3,1,715,991,1180,1600,1758,1966,1433,1093,324,1559,857,1936,123,No,2016,1,12,2,7,0,0
2016-01-12 09:00:00,65,83,Operator2,1429,3,1,1400,1846,870,1826,948,1223,1675,1616,1298,745,933,744,125,No,2016,1,12,2,9,0,0
2016-01-12 11:00:00,68,82,Operator2,629,1,0,1833,1527,355,1104,849,175,1064,1403,1754,1005,1277,484,127,No,2016,1,12,2,11,0,0
2016-01-12 14:00:00,61,77,Operator2,1316,0,0,1422,1995,1715,1956,378,1126,280,1251,1445,398,190,1723,130,No,2016,1,12,2,14,0,0
2016-01-12 17:00:00,66,75,Operator8,388,3,2,1928,428,729,1235,167,1190,577,1843,1644,1293,1301,746,133,No,2016,1,12,2,17,0,0
2016-01-12 22:00:00,66,78,Operator8,1710,1,2,1468,198,1303,1279,1674,1656,1339,1563,1768,1665,1089,1840,138,No,2016,1,12,2,22,0,0
2016-01-13 00:00:00,66,84,Operator1,1570,1,0,176,1931,644,565,832,1765,1940,563,641,1979,248,1073,140,No,2016,1,13,3,0,0,0
2016-01-13 02:00:00,65,78,Operator1,407,2,2,1502,955,1856,1593,1995,1387,401,598,1736,1239,172,588,142,No,2016,1,13,3,2,0,0
2016-01-13 04:00:00,66,79,Operator1,837,2,0,760,1555,1602,1608,337,1260,187,757,402,1739,489,1772,144,No,2016,1,13,3,4,0,0
2016-01-13 05:00:00,67,75,Operator1,260,1,2,284,1156,1229,589,899,210,574,692,1435,1046,353,514,145,No,2016,1,13,3,5,0,0
2016-01-13 07:00:00,68,79,Operator1,1948,2,2,1580,546,279,1834,1323,1815,897,1818,1527,670,903,1492,147,No,2016,1,13,3,7,0,0
2016-01-13 10:00:00,64,85,Operator3,716,3,0,1236,1736,371,492,389,1519,255,735,1700,931,919,1474,150,No,2016,1,13,3,10,0,0
2016-01-13 12:00:00,60,76,Operator3,777,3,2,1938,1373,1985,213,1770,1292,1169,1418,1437,685,953,501,152,No,2016,1,13,3,12,0,0
2016-01-13 15:00:00,68,83,Operator3,1666,0,2,1304,1920,265,1380,899,1237,873,480,795,412,273,1733,155,No,2016,1,13,3,15,0,0
2016-01-13 17:00:00,63,81,Operator5,1868,3,1,1445,1830,1623,930,1271,370,1256,1553,646,1875,855,1947,157,No,2016,1,13,3,17,0,0
2016-01-13 20:00:00,63,83,Operator5,1926,0,0,1411,1009,1229,1854,1995,365,1666,1271,1205,206,1354,1475,160,No,2016,1,13,3,20,0,0
2016-01-13 21:00:00,62,84,Operator5,255,1,0,1458,346,1033,1458,922,1085,291,655,1072,1706,1099,1385,161,No,2016,1,13,3,21,0,0
2016-01-13 22:00:00,65,82,Operator5,1949,3,1,764,635,1222,180,1291,1209,1334,1378,556,983,759,595,162,No,2016,1,13,3,22,0,0
2016-01-14 00:00:00,65,85,Operator2,664,2,0,1198,755,669,1337,1660,323,1045,684,1818,1674,512,1381,164,No,2016,1,14,4,0,0,0
2016-01-14 01:00:00,62,85,Operator2,1194,1,1,852,1365,840,1778,1506,1089,158,1048,965,1408,1188,1171,165,No,2016,1,14,4,1,0,0
2016-01-14 02:00:00,64,82,Operator2,925,2,1,618,1503,400,356,1677,266,516,1665,177,782,1250,168,166,No,2016,1,14,4,2,0,0
2016-01-14 04:00:00,68,82,Operator2,545,0,1,507,1974,390,310,1061,410,438,1185,1086,466,1517,1637,168,No,2016,1,14,4,4,0,0
2016-01-14 05:00:00,66,78,Operator2,1955,3,2,1469,679,684,582,799,1403,1974,555,1320,568,161,335,169,No,2016,1,14,4,5,0,0
2016-01-14 06:00:00,68,82,Operator2,1023,3,0,411,602,1873,1839,2004,1146,712,1890,301,605,502,1569,170,No,2016,1,14,4,6,0,0
2016-01-14 08:00:00,68,79,Operator4,624,3,1,1645,1989,819,2009,1544,1864,265,406,1090,946,375,1839,172,No,2016,1,14,4,8,0,0
2016-01-14 09:00:00,67,76,Operator4,1615,2,2,845,1660,697,472,1923,1409,1580,1967,571,343,1477,708,173,No,2016,1,14,4,9,0,0
2016-01-14 11:00:00,60,84,Operator4,397,3,0,282,1120,930,241,159,1183,416,278,171,1539,1547,1728,175,No,2016,1,14,4,11,0,0
2016-01-14 17:00:00,65,81,Operator6,1467,1,2,384,964,265,1634,1094,646,210,377,606,1172,1823,720,181,No,2016,1,14,4,17,0,0
2016-01-14 20:00:00,61,76,Operator6,1719,1,1,246,402,298,795,1509,230,709,1787,1785,1198,850,1074,184,No,2016,1,14,4,20,0,0
2016-01-14 21:00:00,61,81,Operator6,1100,2,2,1816,1508,1506,1118,1642,1223,932,1567,1481,482,659,840,185,No,2016,1,14,4,21,0,0
2016-01-15 00:00:00,63,85,Operator7,1644,0,2,406,893,687,775,1153,837,889,603,1637,1692,1151,904,188,No,2016,1,15,5,0,0,0
2016-01-15 01:00:00,68,77,Operator7,738,2,0,1976,1585,1997,548,470,753,1375,1254,1445,338,1550,1317,189,No,2016,1,15,5,1,0,0
2016-01-15 04:00:00,68,80,Operator7,1324,2,1,960,628,1881,283,833,1729,804,277,1078,1981,1808,801,192,No,2016,1,15,5,4,0,0
2016-01-15 06:00:00,60,81,Operator7,327,1,0,387,312,659,1912,1636,1962,1290,1819,1470,1265,1886,441,194,No,2016,1,15,5,6,0,0
2016-01-15 09:00:00,60,78,Operator2,1694,1,2,1887,1167,1558,1604,1360,668,167,1944,1979,985,744,1404,197,No,2016,1,15,5,9,0,0
2016-01-15 12:00:00,64,83,Operator2,1650,1,2,1794,1487,346,1567,309,347,1245,810,563,2007,1952,1882,200,No,2016,1,15,5,12,0,0
2016-01-15 13:00:00,68,76,Operator2,567,0,1,1203,861,196,1852,1925,1765,493,1602,1777,421,530,794,201,No,2016,1,15,5,13,0,0
