Date,Temperature,Humidity,Operator,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure7,Measure8,Measure9,Measure10,Measure11,Measure12,Measure13,Measure14,Measure15,Hours Since Previous Failure,Failure,﻿Date.year,﻿Date.month,﻿Date.day-of-month,﻿Date.day-of-week,﻿Date.hour,﻿Date.minute,﻿Date.second
2016-07-11 00:00:00,68,85,Operator1,1797,3,0,1304,504,1381,704,1434,1914,758,170,1385,247,1810,1431,12,No,2016,7,11,1,0,0,0
2016-09-02 04:00:00,66,95,Operator7,185,3,0,235,1126,1421,510,1175,690,657,1621,1180,1369,633,683,253,No,2016,9,2,5,4,0,0
2016-11-23 09:00:00,61,79,Operator3,1917,0,0,642,404,1875,1052,1156,1849,501,1806,925,931,1927,1238,343,No,2016,11,23,3,9,0,0
2016-10-25 09:00:00,63,88,Operator4,1553,3,1,674,500,593,912,1319,1900,1990,1871,1799,1283,424,1903,271,No,2016,10,25,2,9,0,0
2016-06-19 06:00:00,67,83,Operator7,867,0,0,913,1222,766,202,1628,1629,1646,530,546,1599,358,965,311,No,2016,6,19,7,6,0,0
2016-10-17 17:00:00,66,88,Operator8,1726,0,0,873,1643,424,1275,1121,1293,1074,214,1802,751,835,340,87,No,2016,10,17,1,17,0,0
2016-10-17 05:00:00,65,83,Operator7,1591,2,0,925,1710,935,1750,482,353,812,712,1160,661,793,826,75,No,2016,10,17,1,5,0,0
2016-12-27 08:00:00,66,82,Operator4,622,1,2,1340,862,240,815,766,1022,768,1513,1097,730,1863,998,79,No,2016,12,27,2,8,0,0
2016-07-05 01:00:00,67,83,Operator1,1885,1,1,1085,904,468,685,1353,757,513,495,319,227,830,1796,241,No,2016,7,5,2,1,0,0
2016-05-20 19:00:00,68,86,Operator8,357,3,0,1951,160,609,943,1778,1497,1565,213,1826,1059,421,997,203,No,2016,5,20,5,19,0,0
2016-06-12 12:00:00,66,79,Operator4,1069,2,1,278,587,1782,676,372,928,1905,779,826,701,1939,1923,149,No,2016,6,12,7,12,0,0
2016-06-12 00:00:00,60,87,Operator2,297,1,2,1833,1394,1537,1230,696,883,277,1461,717,1296,1855,1229,137,No,2016,6,12,7,0,0,0
2016-09-29 16:00:00,60,91,Operator8,1049,0,0,1345,872,858,1759,1525,735,1029,1650,362,1426,1281,157,94,No,2016,9,29,4,16,0,0
2016-09-06 13:00:00,66,89,Operator3,159,2,0,352,1271,1695,656,725,1900,1693,1452,301,1808,1841,665,1,No,2016,9,6,2,13,0,0
2016-07-13 05:00:00,68,92,Operator7,1897,3,0,1830,816,898,282,1571,995,1749,266,406,1347,302,1474,65,No,2016,7,13,3,5,0,0
2016-10-22 18:00:00,61,89,Operator6,256,1,1,237,1813,393,557,691,1541,604,1289,1960,191,746,395,208,No,2016,10,22,6,18,0,0
2016-01-20 07:00:00,68,77,Operator2,1648,1,1,281,1808,797,490,1261,612,1204,1769,788,1299,549,1796,315,No,2016,1,20,3,7,0,0
2016-07-17 00:00:00,64,86,Operator1,1081,1,0,758,694,668,1564,1417,1478,1252,267,1587,503,1897,1705,156,No,2016,7,17,7,0,0,0
2016-09-05 04:00:00,62,91,Operator7,1496,0,2,813,1514,1467,635,1516,865,1907,445,1224,1200,1319,581,18,No,2016,9,5,1,4,0,0
2016-01-30 14:00:00,60,80,Operator2,1680,2,1,1083,490,991,207,987,1292,200,1096,1743,1465,923,1155,43,No,2016,1,30,6,14,0,0
2016-07-15 23:00:00,61,82,Operator6,1436,1,0,1491,191,593,1137,1138,1246,1235,1387,768,1324,970,1595,131,No,2016,7,15,5,23,0,0
2016-06-29 17:00:00,66,88,Operator5,572,0,2,672,512,337,1717,1313,1211,425,268,429,812,649,367,113,No,2016,6,29,3,17,0,0
2016-05-11 04:00:00,66,83,Operator7,773,0,1,335,704,1025,611,882,941,342,959,767,598,1217,1322,331,No,2016,5,11,3,4,0,0
2016-01-21 11:00:00,61,75,Operator2,809,1,2,1688,483,1957,1583,1124,2000,1060,1991,711,393,611,1629,343,No,2016,1,21,4,11,0,0
2016-03-09 18:00:00,66,75,Operator8,770,1,1,577,865,809,1029,1719,647,617,835,1196,1069,1193,1648,18,No,2016,3,9,3,18,0,0
2016-10-04 11:00:00,62,91,Operator4,774,2,0,1374,893,1931,1394,1464,324,196,1326,853,293,1886,1810,209,No,2016,10,4,2,11,0,0
2016-04-10 22:00:00,68,81,Operator6,358,1,0,804,1836,1838,1394,1083,271,1604,228,363,603,1449,1156,590,No,2016,4,10,7,22,0,0
2016-08-11 19:00:00,62,92,Operator6,1563,2,2,1533,1024,350,984,1112,456,1934,555,1918,1073,1886,581,253,No,2016,8,11,4,19,0,0
2016-06-14 05:00:00,60,91,Operator1,629,3,1,314,470,1112,1888,1885,1253,769,173,1059,1746,1922,370,190,No,2016,6,14,2,5,0,0
2016-09-17 13:00:00,67,92,Operator2,1893,3,2,1728,980,415,1574,1076,397,1875,1393,1326,258,1706,1312,236,No,2016,9,17,6,13,0,0
2016-01-30 16:00:00,64,82,Operator8,1393,3,0,731,1362,1439,1209,801,781,1890,630,978,784,763,902,45,No,2016,1,30,6,16,0,0
2016-07-22 03:00:00,61,82,Operator7,537,2,0,1879,318,1292,1441,987,1267,797,1721,628,1342,1668,423,279,No,2016,7,22,5,3,0,0
2016-12-25 19:00:00,62,77,Operator8,1562,2,2,1940,395,1183,1776,329,1936,893,1941,1039,1684,1778,603,42,No,2016,12,25,7,19,0,0
2016-05-06 15:00:00,62,82,Operator3,1207,2,2,655,1120,505,676,1357,1327,1817,1325,1382,1048,1946,1039,222,No,2016,5,6,5,15,0,0
2016-10-16 17:00:00,66,87,Operator6,1472,0,2,364,1900,1773,880,1556,1554,271,1582,1807,1058,674,346,63,No,2016,10,16,7,17,0,0
2016-06-17 15:00:00,60,83,Operator3,778,0,2,944,1139,1744,976,998,2011,1131,1085,672,905,675,2002,272,No,2016,6,17,5,15,0,0
2016-02-20 01:00:00,63,82,Operator7,763,2,1,1237,263,1493,1594,809,1722,983,1080,1163,386,956,216,88,No,2016,2,20,6,1,0,0
2016-05-04 03:00:00,68,81,Operator2,924,1,2,1803,1049,631,1639,1563,726,780,1974,1615,691,764,1364,162,No,2016,5,4,3,3,0,0
2016-01-09 18:00:00,63,75,Operator8,702,3,0,1219,1914,1167,526,1750,1026,1461,979,518,1887,917,1504,62,No,2016,1,9,6,18,0,0
2016-06-20 05:00:00,63,83,Operator1,707,1,2,1136,1034,1017,761,340,604,1757,1627,866,1230,1470,494,334,No,2016,6,20,1,5,0,0
2016-01-30 12:00:00,68,76,Operator2,168,2,1,882,454,908,1409,233,235,1092,1028,819,837,1456,1446,41,No,2016,1,30,6,12,0,0
2016-06-13 07:00:00,64,85,Operator7,1494,3,0,506,224,273,1039,247,966,1332,1407,1194,746,685,1022,168,No,2016,6,13,1,7,0,0
2016-10-10 15:00:00,66,86,Operator4,1718,3,0,818,1455,1471,639,1100,738,1323,1945,1086,352,1975,1216,57,No,2016,10,10,1,15,0,0
2016-09-12 01:00:00,65,84,Operator1,1548,2,1,905,1117,373,1164,1181,948,1761,1793,1461,1007,481,1055,104,No,2016,9,12,1,1,0,0
2016-01-06 18:00:00,62,75,Operator8,329,3,2,1864,676,1705,998,641,497,1989,1184,1669,836,1692,751,228,No,2016,1,6,3,18,0,0
2016-02-28 05:00:00,63,79,Operator2,1365,0,0,569,288,1031,940,1686,1871,1786,530,1812,1808,1685,1047,284,No,2016,2,28,7,5,0,0
2016-09-30 17:00:00,62,90,Operator5,1269,2,1,812,574,364,626,1022,1853,454,1367,1487,1104,1173,1946,119,No,2016,9,30,5,17,0,0
2016-02-25 11:00:00,62,76,Operator4,465,1,2,1022,1157,586,589,1943,892,925,333,1704,339,1770,752,218,No,2016,2,25,4,11,0,0
2016-03-26 22:00:00,61,88,Operator6,257,3,1,513,524,947,1193,971,1515,971,1640,1880,615,567,1349,230,No,2016,3,26,6,22,0,0
2016-06-16 07:00:00,60,92,Operator7,1088,0,2,548,500,1336,1798,1907,631,1918,1250,1862,1557,163,1310,240,No,2016,6,16,4,7,0,0
2016-10-17 10:00:00,62,92,Operator2,704,0,0,2000,1918,1928,1517,1603,645,227,835,959,743,1573,1165,80,No,2016,10,17,1,10,0,0
2016-09-24 18:00:00,63,84,Operator5,1410,3,1,223,1561,229,1243,427,742,841,1750,1344,589,1078,160,409,No,2016,9,24,6,18,0,0
2016-10-24 11:00:00,68,81,Operator3,421,3,1,706,502,1836,489,167,280,1000,1976,831,765,712,986,249,No,2016,10,24,1,11,0,0
2016-11-18 14:00:00,66,89,Operator4,1353,2,2,455,856,1941,1842,1950,480,1419,1582,1457,1214,1035,1798,228,No,2016,11,18,5,14,0,0
2016-12-01 03:00:00,62,75,Operator7,759,0,2,989,984,1402,828,893,1918,905,354,1310,1719,1669,1561,529,No,2016,12,1,4,3,0,0
2016-09-05 12:00:00,64,92,Operator2,1664,2,0,888,427,1939,195,454,1953,1321,582,577,1306,1372,1273,26,No,2016,9,5,1,12,0,0
2016-08-15 20:00:00,65,87,Operator8,1273,0,0,1965,1105,1643,1192,1500,1762,1668,907,413,477,381,470,350,No,2016,8,15,1,20,0,0
2016-11-10 05:00:00,63,86,Operator7,1052,3,1,616,1716,1859,1063,939,504,1848,1186,1202,503,1891,1951,27,No,2016,11,10,4,5,0,0
2016-01-29 23:00:00,63,75,Operator6,836,3,1,551,1394,1906,312,1672,1576,1374,1894,313,1320,512,1000,28,No,2016,1,29,5,23,0,0
2016-12-06 11:00:00,64,75,Operator4,1665,1,1,1950,1569,1644,1642,1913,1511,1485,368,1740,986,273,781,657,No,2016,12,6,2,11,0,0
2016-07-17 19:00:00,67,86,Operator5,587,3,0,550,662,1587,559,1283,1124,1020,1021,1899,1904,1760,1629,175,No,2016,7,17,7,19,0,0
2016-01-03 22:00:00,64,83,Operator8,1459,1,0,649,1289,1017,245,726,1083,1638,937,1585,1985,960,933,160,No,2016,1,3,7,22,0,0
2016-11-13 12:00:00,64,78,Operator2,675,1,0,719,1194,1531,1148,910,436,1025,589,924,272,661,223,106,No,2016,11,13,7,12,0,0
2016-05-17 11:00:00,62,83,Operator2,1967,3,2,1282,726,1500,1787,873,189,496,1972,896,186,1676,985,123,No,2016,5,17,2,11,0,0
2016-05-12 06:00:00,69,69,Operator1,1975,1,1,1702,365,260,1265,254,824,581,432,1546,608,1867,303,1,Yes,2016,5,12,4,6,0,0
2016-12-19 10:00:00,60,81,Operator2,258,2,1,1118,1109,1304,1383,1056,277,669,176,1692,602,402,1915,300,No,2016,12,19,1,10,0,0
2016-07-18 05:00:00,64,92,Operator2,198,0,0,1793,781,1909,371,1617,433,805,847,1568,1630,1976,745,185,No,2016,7,18,1,5,0,0
2016-09-11 20:00:00,61,85,Operator8,1812,3,0,722,997,429,765,498,1810,1228,671,1515,1681,690,256,99,No,2016,9,11,7,20,0,0
2016-12-14 16:00:00,63,80,Operator5,1297,2,2,1043,1867,1809,1224,1566,1341,1431,1598,991,714,2010,420,186,No,2016,12,14,3,16,0,0
2016-11-08 19:00:00,68,82,Operator5,1971,0,1,1024,634,1216,1853,233,732,1887,448,1061,1466,564,1186,89,No,2016,11,8,2,19,0,0
2016-08-09 03:00:00,63,87,Operator7,1792,2,2,1565,2000,173,1629,826,166,1319,1699,1054,857,1558,2003,189,No,2016,8,9,2,3,0,0
2016-05-01 12:00:00,65,82,Operator4,243,3,2,787,954,1511,847,469,228,1619,546,1017,510,262,366,99,No,2016,5,1,7,12,0,0
2016-03-20 15:00:00,66,81,Operator4,1023,2,0,997,571,842,1876,949,721,1976,1059,932,340,201,1552,79,No,2016,3,20,7,15,0,0
2016-05-09 03:00:00,67,85,Operator1,1138,1,1,457,322,1648,600,1325,573,1209,1347,1422,1448,1410,819,282,No,2016,5,9,1,3,0,0
2016-06-22 16:00:00,61,89,Operator8,483,2,0,1773,880,1280,933,1749,1774,1427,379,1417,1762,882,981,393,No,2016,6,22,3,16,0,0
2016-08-09 15:00:00,61,84,Operator2,581,1,2,1083,980,362,769,442,1888,882,1823,624,1631,1683,1063,201,No,2016,8,9,2,15,0,0
2016-09-06 00:00:00,64,86,Operator1,554,2,1,1748,1599,1393,1000,470,1930,766,453,856,1185,1445,634,38,No,2016,9,6,2,0,0,0
2016-07-08 06:00:00,66,87,Operator1,958,1,2,1397,1274,932,1791,351,1264,339,565,583,255,1529,161,318,No,2016,7,8,5,6,0,0
2016-08-24 20:00:00,60,88,Operator8,387,2,2,1408,250,1772,733,819,532,1496,397,1269,854,1119,1656,53,No,2016,8,24,3,20,0,0
2016-09-01 18:00:00,65,86,Operator6,979,1,0,276,1036,541,268,1746,1042,629,1046,661,1218,1429,1918,243,No,2016,9,1,4,18,0,0
2016-10-16 12:00:00,61,89,Operator4,562,0,1,644,1079,1102,839,1817,1448,1018,1226,1087,490,507,281,58,No,2016,10,16,7,12,0,0
2016-12-04 11:00:00,65,81,Operator2,541,0,1,1360,1972,676,443,408,1048,1208,1626,1749,1647,993,803,609,No,2016,12,4,7,11,0,0
2016-12-28 07:00:00,63,78,Operator7,1866,2,0,738,1094,405,281,866,495,1178,1521,1278,693,1953,1402,102,No,2016,12,28,3,7,0,0
2016-06-16 22:00:00,62,93,Operator8,640,0,2,1810,1163,1331,1541,175,1749,1283,1482,1669,190,1245,1979,255,No,2016,6,16,4,22,0,0
2016-05-02 09:00:00,67,85,Operator2,1055,2,1,1828,1860,426,503,1426,448,700,1022,1704,1190,1871,1554,120,No,2016,5,2,1,9,0,0
2016-11-30 17:00:00,68,82,Operator6,1671,2,1,422,660,1744,967,857,1612,1586,536,271,178,1137,353,519,No,2016,11,30,3,17,0,0
2016-02-20 13:00:00,63,80,Operator2,1076,0,1,1502,1294,512,491,1167,1320,471,1773,905,812,255,1042,100,No,2016,2,20,6,13,0,0
2016-04-20 09:00:00,68,78,Operator2,180,3,1,1406,1215,391,1060,967,1686,1845,1247,1623,1006,613,1319,220,No,2016,4,20,3,9,0,0
2016-08-29 23:00:00,65,89,Operator6,1875,2,0,1720,757,781,1687,1367,531,1785,1836,981,408,1490,1257,176,No,2016,8,29,1,23,0,0
2016-11-15 13:00:00,67,83,Operator4,813,2,1,1320,1607,408,1797,694,655,207,623,263,1309,452,1005,155,No,2016,11,15,2,13,0,0
2016-02-10 09:00:00,64,83,Operator4,987,3,1,1738,219,1622,1350,1397,1593,1781,1870,279,449,1134,1167,302,No,2016,2,10,3,9,0,0
2016-10-24 12:00:00,66,85,Operator3,1159,3,0,338,1460,190,1223,1459,823,894,1821,1223,1809,1765,1661,250,No,2016,10,24,1,12,0,0
2016-01-07 21:00:00,61,79,Operator5,2004,3,0,1315,502,1159,1887,643,198,1531,1189,1868,830,1952,1269,17,No,2016,1,7,4,21,0,0
2016-05-03 22:00:00,67,88,Operator5,486,2,1,313,244,788,201,176,374,1014,1449,423,860,1761,1069,157,No,2016,5,3,2,22,0,0
2016-01-24 22:00:00,61,85,Operator8,383,0,1,1173,287,1153,1972,365,1663,1996,1033,1726,1508,875,1048,57,No,2016,1,24,7,22,0,0
2016-10-11 04:00:00,63,91,Operator7,1395,2,2,1392,1259,1398,1031,1243,1353,710,1988,283,323,1379,797,70,No,2016,10,11,2,4,0,0
2016-12-01 10:00:00,60,77,Operator2,1398,1,2,398,1741,1397,648,1730,1258,361,695,870,1664,312,1267,536,No,2016,12,1,4,10,0,0
2016-11-06 15:00:00,67,82,Operator4,1600,0,2,625,1465,632,1528,1660,355,793,1989,899,1127,1301,216,37,No,2016,11,6,7,15,0,0
2016-10-19 05:00:00,68,86,Operator2,660,2,1,1919,311,1985,451,851,1993,456,955,1352,812,1092,1182,123,No,2016,10,19,3,5,0,0
2016-03-19 09:00:00,62,88,Operator3,1258,0,2,513,556,1696,1059,824,1100,458,1645,349,1413,840,1757,49,No,2016,3,19,6,9,0,0
2016-09-25 01:00:00,67,87,Operator2,1059,2,1,1587,183,435,1169,1875,228,410,1805,254,1807,598,968,416,No,2016,9,25,7,1,0,0
2016-02-14 14:00:00,60,80,Operator2,662,1,1,1336,357,1463,1686,1994,1476,748,1613,1759,651,579,238,32,No,2016,2,14,7,14,0,0
2016-06-02 01:00:00,61,88,Operator1,962,0,0,1131,300,775,903,354,1927,1527,899,1891,445,167,1007,497,No,2016,6,2,4,1,0,0
2016-11-12 08:00:00,67,77,Operator4,895,1,2,171,257,858,1747,706,1726,264,184,966,341,464,1746,78,No,2016,11,12,6,8,0,0
2016-06-21 12:00:00,61,89,Operator4,970,3,2,683,288,1949,1708,1810,1954,1423,1472,1234,426,1090,1181,365,No,2016,6,21,2,12,0,0
2016-04-12 19:00:00,62,79,Operator5,655,0,1,1462,984,404,1248,473,592,1493,159,741,393,575,476,38,No,2016,4,12,2,19,0,0
2016-03-11 11:00:00,67,78,Operator4,829,2,0,297,1571,901,1335,336,1668,1135,1230,1363,1798,742,1452,59,No,2016,3,11,5,11,0,0
2016-08-17 14:00:00,63,87,Operator4,589,2,2,1937,895,970,655,1511,1309,1518,819,1528,1087,1836,1270,392,No,2016,8,17,3,14,0,0
2016-10-08 04:00:00,71,74,Operator7,666,2,1,1338,1311,1730,1819,443,370,1625,1151,1634,483,305,1031,1,Yes,2016,10,8,6,4,0,0
2016-10-19 16:00:00,64,89,Operator6,2001,3,2,884,1311,320,1037,612,2011,1434,216,900,375,1375,769,134,No,2016,10,19,3,16,0,0
2016-06-01 17:00:00,64,84,Operator8,156,3,2,503,1330,236,1871,1920,465,1084,1609,809,172,813,155,489,No,2016,6,1,3,17,0,0
2016-02-12 23:00:00,61,84,Operator5,655,1,0,1577,1110,929,1563,609,1303,539,1472,815,1841,1844,1333,364,No,2016,2,12,5,23,0,0
2016-07-13 02:00:00,67,82,Operator7,1064,0,2,704,1325,779,1227,1629,180,1312,546,1542,1951,1520,1717,62,No,2016,7,13,3,2,0,0
2016-11-12 16:00:00,65,79,Operator6,752,1,0,297,1262,1203,1813,1720,1020,491,1983,1365,1455,1990,1467,86,No,2016,11,12,6,16,0,0
2016-07-05 09:00:00,63,92,Operator3,1951,0,0,1180,1330,810,724,1692,1715,664,1925,459,957,1219,488,249,No,2016,7,5,2,9,0,0
2016-11-23 23:00:00,67,87,Operator5,1055,2,0,1728,1946,1480,981,980,1962,1143,1627,591,1194,1313,1371,357,No,2016,11,23,3,23,0,0
2016-03-28 06:00:00,68,84,Operator1,1971,3,0,1735,1700,439,1037,1924,696,772,1465,1663,1317,1538,1379,262,No,2016,3,28,1,6,0,0
2016-05-28 05:00:00,66,83,Operator2,1128,2,2,1755,899,971,233,1774,1731,339,1907,1237,742,619,532,381,No,2016,5,28,6,5,0,0
2016-07-15 00:00:00,67,88,Operator2,232,0,1,672,890,494,1056,230,1859,928,952,968,937,1835,447,108,No,2016,7,15,5,0,0,0
